LogID,Symptom,Issue,Resolution
116825,"Version # (if applicable): 37003 IsScrapBin (please indicate for FSA issue): Report/UI: Delta (Material) Item(s)/ItemGroup(s)/Location(s): Problem Description: Direct Materials buyers are not able to load data for Delta Materials File, continuously receiving errors, solver will close down/crash. Need to export this file for SDA Site Response next by W19.","Direct Materials buyers are not able to load data for Delta Materials File, continuously receiving errors, solver will close down/crash. Need to export this file for SDA Site Response next by W19."," Hi Lim, Rachel Li Foong Please provide more information to check on the issue Thanks User using ISA old version , helped user to install new. v37003 site version is taking longer time to download the report , provided the excel report to user for reference. Observed performance issue in the report for new version v37003, older version no issue found , further will be working on it on technical debt"
116833,Version # (if applicable):V37003 IsScrapBin (please indicate for FSA issue): Report/UI: Frozen horizon - Buffer time Item(s)/ItemGroup(s)/Location(s): SPR XCC . PTL U404 . ARL U281. ARL S681 Problem Description: buffer time was rewrite compared with previous setting,buffer time was rewrite compared with previous setting,Frozen Horizon - Buffer time for quarter extension logic is enhanced and changes will be deployed with upcoming release. Existing Buffer time mismatch data provided to user for manual correction if required. Will monitor Buffer time on next quarter extension. Pool can be closed.
116834,"Version # (if applicable): v37020 IsScrapBin (please indicate for FSA issue): Report/UI: Limiter Chart Report , RRS VGG PC report , Item(s)/ItemGroup(s)/Location(s): Problem Description: STH_AP_ITEMS_RPL P 6+8+2 VGG capacity not correct , trade ratio  0","STH_AP_ITEMS_RPL P 6+8+2 VGG capacity not correct , trade ratio  0", STH_AP_ITEMS_RPL P 6+8+2 it grouped to PSICapGroupGroup PGG_STH_ACP_ADL/RPL P2/P6 the capacity will generate to CD6_VGG_PGG_STH_ACP_ADL/RPL P2/P6
116835,"Version # (if applicable): 37019 IsScrapBin (please indicate for FSA issue): Report/UI: Limiter Chart By VGG Report Item(s)/ItemGroup(s)/Location(s): 1. RPL P682, PC is not correct, first limiter is CD6_VGG_STH_MB_ITEMS_RPL P 6+8+2, but we have 7 set collateral for RPL P682 on PPV, which PC each week is far more than value shown on limiter chart report . Similar issue for ADL P282, PC is not correct (First Limiter is not correct) 2. RPL DT, first limiter is VGG PPV RPL DT, but makes no sense, since I put 4 for VGG PPV RPL DT, the value of PC is much less that it should be Problem Description:",,"STHg trade ratio is zero that makes broken linkage between VGG and request items that cause the capacity runout, AD is  on the root cause. User has changed the standard item of the VGG and regenerated the VGG data and reran solve."
116840,"Version # (if applicable): V37020 IsScrapBin (please indicate for FSA issue): Report/UI: Limiter chart report . RRS report Item(s)/ItemGroup(s)/Location(s): RPL P682 ( Nov-Dec) , RPL S881 refresh (AugDec) , RPL P282 R DF(Aug-Sep), PRL P282 (Oct - De) Problem Description: PC can't meet expected tooling capacity . General limiter ( EPXr/u/x/y) ( DIAd/e) as fungible modules , it should be optimized to generate more PC .","PC can't meet expected tooling capacity . General limiter ( EPXr/u/x/y) ( DIAd/e) as fungible modules , it should be optimized to generate more PC .", CD6_VGG_EPXx and CD6_VGG_EPXz std item ALDER LAKE FC-BGA16F R-3 ABL-BOM H6 12 MB_Child1 have no dlcp assumption and hence no trade ratio. Updated the std item.
116842,Version # (if applicable): 37004 IsScrapBin (please indicate for FSA issue): Report/UI: RRS (All) Item(s)/ItemGroup(s)/Location(s): SS Problem Description: No CXTey resource name appear in the report,No CXTey resource name appear in the report,"Resource : CXTey is mapped to ""CXTey::CMT152-3072-SH_CTH 256Mv w/ IF PCS METROLOGY#14843"" Resource Requirement data missing in - Solver Output Table (OutputBomGroupRouteOperationRCLocationBuckets). Root cause: No Std item available for CXTey. Solution: Map dummy BOM as Std item."
116846,Version # (if applicable): Ver37066 IsScrapBin (please indicate for FSA issue): VGG solve fail Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description:,," PSICapgroup LCB_BIB_FM 85 - 2957A STIM EXT is no longer valid in VG, so the trade ratio is zero. user inactive it and rerun."
116888,Version # (if applicable):37100 IsScrapBin (please indicate for FSA issue): Report/UI: run solve UI Item(s)/ItemGroup(s)/Location(s): Problem Description: Solved failed.Need help to check tq.,Solved failed.Need help to check tq., DLCP group mismatch between yield and EUPH. after FP the issue resolved.
116892,Version # (if applicable): 37112 IsScrapBin (please indicate for FSA issue): Report/UI: Solver Failed Item(s)/ItemGroup(s)/Location(s): Problem Description: Solver Failed,Solver Failed," PSI capgroup HDM_AP_DKM_ADL P 6+8+2_TEST_FUSE and HDM_AP_DKM_ADL P 2+8+2_TEST_FUSE are no longer valid in source system, user inactive them."
116904,Version # (if applicable): #37121 IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: Both EC solve & VGGPC solve got failed.,Both EC solve & VGGPC solve got failed.," PSI capgroup HDM_AP_DKM_ADL P 6+8+2_TEST_FUSE and HDM_AP_DKM_ADL P 2+8+2_TEST_FUSE are no longer valid in source system, user inactive them."
116911,"Version # (if applicable): 36994 IsScrapBin (please indicate for FSA issue): Report/UI: Frozen Horizon- Capacity Group Location Parameters Item(s)/ItemGroup(s)/Location(s): Problem Description: GNR AP UCC FF Vanguard Group is showing AssyTPT  1 and Test TPT  1 (Total TPT  2), but Frozen Horizon UI is only showing TPT 1, cause IE to miss incorrectly set up TPT.","GNR AP UCC FF Vanguard Group is showing AssyTPT  1 and Test TPT  1 (Total TPT  2), but Frozen Horizon UI is only showing TPT 1, cause IE to miss incorrectly set up TPT.",
116918,"Version # (if applicable): 37120 IsScrapBin (please indicate for FSA issue): Report/UI: Run Solve Item(s)/ItemGroup(s)/Location(s): Problem Description: After change TDI inventory on UI ""Capacity ResourceConfig Parameters"" and strategy+cap. target in ""Capacity Group Location Parameters"", solver failed. Need to solve for FSA PORing due to evaluate WIF scenarios.","After change TDI inventory on UI ""Capacity ResourceConfig Parameters"" and strategy+cap. target in ""Capacity Group Location Parameters"", solver failed. Need to solve for FSA PORing due to evaluate WIF scenarios."," Assy TPT increased from ww40 for all GNR AP UCC vg items, user need to maintain same number across horizonat least from ww38 because assy tpt and test tpt both 1 week."
116919,"Version # (if applicable): Data staging IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: PACE data not reflect for ""NVL PCH-S"" on STHm & HXVaf from Vanguard to ATMPS for NSM & USD.","PACE data not reflect for ""NVL PCH-S"" on STHm & HXVaf from Vanguard to ATMPS for NSM & USD."," Checked there are no input data in Stage_Ds_Int_Input for this Vanguard common name Data source setup in different ItemId, user will rework on setup."
116921,"Version # (if applicable): Data Staging IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: Hi Team, for CD6, PSI Cap Group Mapping miss the following three PSIG. Please help check: HDM_AP_DKM_ADL P 2+8+2_TEST_FUSE HDM_AP_DKM_ADL S 8+8+1_TEST_FUSE STH_MB_INTEG_CFL H62","Hi Team, for CD6, PSI Cap Group Mapping miss the following three PSIG. Please help check: HDM_AP_DKM_ADL P 2+8+2_TEST_FUSE HDM_AP_DKM_ADL S 8+8+1_TEST_FUSE STH_MB_INTEG_CFL H62"," VG data pull start date was changed to 201952 , and hence few TDI data having last modified date lesser than 201952 was not loaded. We have re loaded the data with the older start date and re do the CIP to fix the issue."
116940,"Version # (if applicable):Data Staging IsScrapBin (please indicate for FSA issue): Report/UI: EUPH-EWPH Item(s)/ItemGroup(s)/Location(s): Problem Description: Parameter : EUPH ITEM GROUP : SNR C Resource : STHg. Missing PPVS operation, EUPH missing leads to RR missing.","Parameter : EUPH ITEM GROUP : SNR C Resource : STHg. Missing PPVS operation, EUPH missing leads to RR missing."," VG data pull start date was changed to 201952 , and hence few TDI data having last modified date lesser than 201952 was not loaded. We have re loaded the data with the older start date and re do the CIP to fix the issue."
117940,Version # (if applicable): Data prep version IsScrapBin (please indicate for FSA issue): 1. Need help to check is below BOM is xTO. 2. Why Below BOM didnt having in the data prep version Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: FALCON PARK-8 FC-BGA17N B-1 YAG-BOM T5 FALCON PARK-8 FC-BGA17P B-1 JBG-BOM T5 - FALCON PARK-8 FC-BGA17P B-1 ZBG-BOM T5 FALCON PARK-8 FC-BGA17N B-2 ZSF-BOM T5 - - FALCON PARK-8 FC-BGA17N B-2 ZAA-BOM T5 - -,FALCON PARK-8 FC-BGA17N B-1 YAG-BOM T5 FALCON PARK-8 FC-BGA17P B-1 JBG-BOM T5 - FALCON PARK-8 FC-BGA17P B-1 ZBG-BOM T5 FALCON PARK-8 FC-BGA17N B-2 ZSF-BOM T5 - - FALCON PARK-8 FC-BGA17N B-2 ZAA-BOM T5 - -," The falcon boms are under HBM products solve group, IsCTO  0"
117941,"Version # (if applicable): Data Staging IsScrapBin (please indicate for FSA issue): Report/UI: EUPH Item(s)/ItemGroup(s)/Location(s): Location: SS, Client,Mobile,WHL U42,MOR,SDQ,4,1528,FC-BGA14F,8,MB,46x24,Whiskey Lake U42,REV,XXH,C,V,UT::271347 Problem Description: VG item flow doesn't have Test_Fuse on Vanguard but when data flows to ATMPS, Test_Fuse is existing in flow. WHY?","VG item flow doesn't have Test_Fuse on Vanguard but when data flows to ATMPS, Test_Fuse is existing in flow. WHY?"," no gap found from ATMPS, user is further  with VG team."
117943,"Version # (if applicable): Data Staging IsScrapBin (please indicate for FSA issue): Report/UI: EUPH Item(s)/ItemGroup(s)/Location(s): SS, Client,Mobile,WHL U42,MOR,SDQ,4,1528,FC-BGA14F,8,MB,46x24,Whiskey Lake U42,REV,XXH,C,V,UT::271347 Problem Description: VG item and it's dup have different DLCPGroupName",VG item and it's dup have different DLCPGroupName," VG data pull start date was changed to 201952 , and hence few TDI data having last modified date lesser than 201952 was not loaded. We have re loaded the data with the older start date and re do the CIP to fix the issue."
117953,"Version # (if applicable): 37151 IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): KM5 Problem Description: WIF solve run solve failed, please help to check.","WIF solve run solve failed, please help to check.",GNR-AP UCC 1S has capacity target but related bom DUMMY_REQ_KM5_25 is not qualed. user need to fix and rerun.
117954,Version # (if applicable): V37134 IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): Problem Description: Solver Failed Data fetch error on CapacityItemGroupOperationLocationBucket |,Solver Failed Data fetch error on CapacityItemGroupOperationLocationBucket |,
117959,Version # (if applicable): V37175 IsScrapBin (please indicate for FSA issue): Only have 8cell (4cell pair) inventory of PGG_HDM_TIU_ITEMS_FPK82_84_88.. but system commit more than 8cell.. RSS report shown the requirement Q3 0.272 and Q4 -0.269 Q4 look like didnt consider USD but Q3 dont know. Need help to check Report/UI: RSS report Item(s)/ItemGroup(s)/Location(s): PG8 Problem Description:,," PSI Capgroupgroup does not consider NSMUSD for related conversion groups, will need to put this as enhancement."
117960,Version # (if applicable): 37170 IsScrapBin (please indicate for FSA issue): Report/UI: Item(s)/ItemGroup(s)/Location(s): KM5 Problem Description: Run solve fail if run EC solve. need help to check,Run solve fail if run EC solve. need help to check," Somehow the DLCP AAX is missing for GRANITE RAPIDS-COMPUTE-Z GNRHCCWS::GRANITE RAPIDS FCLGA18N H-16 AAM-BOM Y8 - -_Child1 in this version database even though you can see it from UI, our team still are trying to investigate. As a temporary solution, you can change DLCP assumption from AAX to ABK for this bom and rerun solve. Tech team cannot trace back what happened in that version, will keep monitoring."
